CRUISE,SAMPLER,STUDYAREA,DREDGE,STATION,STNNO,AREA,BANK,YEAR,MONTH,DAY,HOUR,MIN,DURMIN,DURSEC,SLATDEG,SLATMIN,SLONGDEG,SLONGMIN,HLATDEG,HLATMIN,HLONGDEG,HLONGMIN,SLATDEC,SLONGDEC,HLATDEC,HLONGDEC,MLATDEC,MLONGDEC,DEPTH,HOURDEC,DURDEC,ShtLongUTM,ShtLatUTM,HlLongUTM,HlLatUTM,DistTowed,AreaSwpt,LongDif,LatDif,DirEW,DirNS
JUN00,DREDGE,FORTH,C00/081,4,4A,MAINWEE,WEE,2000,7,1,23,15,10,45,56,14.44,2,2.67,56,14.74,2,2.12,56.24,-2.04,56.25,-2.04,56.24,-2.04,41,,,559216.28,6233285.42,559784.9,6233848.07,799.94,1599.88,-568.61,-562.65,E,N
JUN00,DREDGE,FORTH,C00/082,5,5A,MAINWEE,WEE,2000,7,1,23,38,10,50,56,15.14,2,1.5,56,15.51,2,1.01,56.25,-2.02,56.26,-2.02,56.26,-2.02,42,,,560415.9,6234589.8,560905.76,6235292.5,856.59,1713.19,-489.86,-702.7,E,N
JUN00,DREDGE,FORTH,C00/083,5,5B,MAINWEE,WEE,2000,7,2,0,14,10,45,56,15.6,2,0.93,56,15.1,2,1.4,56.26,-2.02,56.25,-2.02,56.26,-2.02,43,,,560986.18,6235445.78,560514.97,6234522.55,1036.53,2073.06,471.21,923.23,W,S
JUN00,DREDGE,FORTH,C00/084,4,4B,MAINWEE,WEE,2000,7,2,0,56,10,30,56,14.38,2,2.59,56,14.64,2,2.12,56.24,-2.04,56.24,-2.04,56.24,-2.04,43,,,559304.65,6233171.62,559779.33,6233655.04,677.52,1355.04,-474.69,-483.43,E,N
JUN00,DREDGE,FORTH,C00/085,8,8A,NTHWEEOUT,WEE,2000,7,2,2,11,10,25,56,22.51,1,56.02,56,22.94,1,56.04,56.38,-1.93,56.38,-1.93,56.38,-1.93,47,,,565858.78,6248344.37,565824.75,6249145.38,801.72,1603.45,34.03,-801,W,N
JUN00,DREDGE,FORTH,C00/086,8,8B,NTHWEEOUT,WEE,2000,7,2,2,32,11,10,56,23.09,1,55.95,56,22.45,1,55.91,56.38,-1.93,56.37,-1.93,56.38,-1.93,47,,,565913.02,6249426.91,565972.56,6248244.09,1184.31,2368.63,-59.54,1182.82,E,S
MAR01,DREDGE,FORTH,C01/024,8,8A,NTHWEE,WEE,2001,3,9,20,19,10,20,56,25.06,1,57.98,56,25.07,1,58.72,56.42,-1.97,56.42,-1.98,56.42,-1.97,43,,,563768.29,6253038.13,563012.15,6253056.52,756.36,1512.73,756.14,-18.39,W,N
MAR01,DREDGE,FORTH,C01/025,8,8B,NTHWEE,WEE,2001,3,9,20,38,10,0,56,24.99,1,58.8,56,25.03,1,57.94,56.42,-1.98,56.42,-1.97,56.42,-1.97,44,,,562926.98,6252904.97,563812.31,6252983.13,888.77,1777.54,-885.33,-78.16,E,N
MAR01,DREDGE,FORTH,C01/026,9,9A,NORTHMARR,MARR,2001,3,9,22,57,10,0,56,27.81,1,44.8,56,27.81,1,44.11,56.46,-1.75,56.46,-1.74,56.46,-1.74,49,,,577228.2,6258371.94,577931.69,6258381.12,703.55,1407.1,-703.49,-9.18,E,N
MAR01,DREDGE,FORTH,C01/027,9,9B,NORTHMARR,MARR,2001,3,9,23,27,11,0,56,27.82,1,44.16,56,27.82,1,44.84,56.46,-1.74,56.46,-1.75,56.46,-1.74,54,,,577885.92,6258411.82,577185.89,6258382.3,700.65,1401.31,700.03,29.52,W,S
MAR01,DREDGE,FORTH,C01/028,5,5A,MAINWEE,WEE,2001,3,11,2,48,10,10,56,15.02,2,1.57,56,15.36,2,1.17,56.25,-2.03,56.26,-2.02,56.25,-2.02,44,,,560339.4,6234375.36,560741.43,6235011.86,752.84,1505.68,-402.03,-636.5,E,N
MAR01,DREDGE,FORTH,C01/029,5,5B,MAINWEE,WEE,2001,3,11,3,7,10,15,56,15.35,2,1.17,56,14.93,2,1.51,56.26,-2.02,56.25,-2.03,56.25,-2.02,45,,,560742.86,6234984.05,560405.81,6234207.46,846.57,1693.15,337.04,776.59,W,S
JUN01,DREDGE,FORTH,C01/187,1,1A,SOUTHBER,BERWICKS,2001,5,27,20,50,10,0,56,3.61,1,19.87,56,3.97,1,19.46,56.06,-1.33,56.07,-1.32,56.06,-1.33,48.8,,,603914.07,6214037.21,604328.46,6214717.17,796.29,1592.57,-414.39,-679.97,E,N
JUN01,DREDGE,FORTH,C01/188,1,1B,SOUTHBER,BERWICKS,2001,5,27,21,9,10,0,56,4.06,1,19.28,56,3.8,1,19.64,56.07,-1.32,56.06,-1.33,56.07,-1.32,44.4,,,604509.26,6214881.16,604147.67,6214380.61,617.49,1234.99,361.58,500.56,W,S
JUN01,DREDGE,FORTH,C01/189,2,2A,NORTHBER,BERWICKS,2001,5,27,21,47,10,0,56,7.05,1,23.32,56,7.44,1,23.33,56.12,-1.39,56.12,-1.39,56.12,-1.39,45,,,600185.15,6220330.5,600155.99,6221046.13,716.22,1432.45,29.15,-715.63,W,N
JUN01,DREDGE,FORTH,C01/190,2,2B,NORTHBER,BERWICKS,2001,5,27,22,7,10,0,56,7.6,1,23.36,56,7.21,1,23.25,56.13,-1.39,56.12,-1.39,56.12,-1.39,45,,,600115.96,6221340.25,600247.85,6220619.6,732.62,1465.24,-131.89,720.65,E,S
JUN01,DREDGE,FORTH,C01/191,6,6A,MAINWEE,WEE,2001,5,28,0,39,10,7,56,14.29,1,58.93,56,14.77,1,58.91,56.24,-1.98,56.25,-1.98,56.24,-1.98,45.2,,,563084.63,6233060.65,563097.4,6233943.97,883.41,1766.83,-12.78,-883.32,E,N
JUN01,DREDGE,FORTH,C01/192,6,6B,MAINWEE,WEE,2001,5,28,0,59,10,1,56,14.76,1,58.98,56,14.37,1,58.94,56.25,-1.98,56.24,-1.98,56.24,-1.98,46,,,563027.5,6233920.68,563070.23,6233195.88,726.06,1452.12,-42.73,724.8,E,S
JUN01,DREDGE,FORTH,C01/193,5,5A,MAINWEE,WEE,2001,5,28,1,26,10,4,56,15.07,2,1.44,56,15.47,2,1.08,56.25,-2.02,56.26,-2.02,56.25,-2.02,42.1,,,560475.46,6234468.19,560838.76,6235211.76,827.58,1655.16,-363.3,-743.57,E,N
JUN01,DREDGE,FORTH,C01/194,5,5B,MAINWEE,WEE,2001,5,28,1,45,10,5,56,15.5,2,0.96,56,15.19,2,1.34,56.26,-2.02,56.25,-2.02,56.26,-2.02,42.2,,,560958.66,6235276.56,560575.64,6234686.68,703.31,1406.62,383.01,589.87,W,S
JUN01,DREDGE,FORTH,C01/195,4,4A,MAINWEE,WEE,2001,5,28,2,4,10,12,56,14.95,2,1.62,56,14.66,2,2.12,56.25,-2.03,56.24,-2.04,56.25,-2.03,42.6,,,560288.67,6234237.35,559786.97,6233699.68,735.38,1470.77,501.7,537.67,W,S
JUN01,DREDGE,FORTH,C01/196,4,4B,MAINWEE,WEE,2001,5,28,2,22,11,1,56,14.64,2,2.37,56,14.94,2,1.76,56.24,-2.04,56.25,-2.03,56.25,-2.03,42.4,,,559525.31,6233647.79,560146.39,6234218.64,843.58,1687.16,-621.09,-570.86,E,N
JUN01,DREDGE,FORTH,C01/197,3,3A,MAINWEE,WEE,2001,5,28,2,45,10,40,56,14,2,2.86,56,13.63,2,3.22,56.23,-2.05,56.23,-2.05,56.23,-2.05,39.9,,,559038.56,6232464.78,558672.08,6231762.14,792.47,1584.94,366.48,702.63,W,S
JUN01,DREDGE,FORTH,C01/198,3,3B,MAINWEE,WEE,2001,5,28,3,3,10,21,56,13.59,2,3.45,56,13.87,2,2.99,56.23,-2.06,56.23,-2.05,56.23,-2.05,39,,,558433.41,6231680.95,558906.62,6232216.2,714.44,1428.87,-473.21,-535.25,E,N
JUN01,DREDGE,FORTH,C01/199,7,7A,STANDREWS,STANDREWS,2001,5,28,20,16,10,0,56,24.96,2,26.92,56,24.97,2,25.85,56.42,-2.45,56.42,-2.43,56.42,-2.44,30,,,534019.02,6252526.47,535118.1,6252550.26,1099.33,2198.67,-1099.08,-23.8,E,N
JUN01,DREDGE,FORTH,C01/200,7,7B,STANDREWS,STANDREWS,2001,5,28,20,34,10,15,56,24.95,2,25.71,56,24.97,2,26.48,56.42,-2.43,56.42,-2.44,56.42,-2.43,31,,,535262.41,6252508.79,534469.33,6252537.52,793.59,1587.18,793.07,-28.73,W,N
OCT01,DREDGE,FORTH,C01/342,3,3A,MAINWEE,WEE,2001,10,16,20,10,10,12,56,13.99,2,3.32,56,13.68,2,3.03,56.23,-2.06,56.23,-2.05,56.23,-2.05,37,,,558558.56,6232428.49,558869.22,6231855.76,651.55,1303.1,-310.66,572.72,E,S
OCT01,DREDGE,FORTH,C01/343,3,3B,MAINWEE,WEE,2001,10,16,20,27,10,3,56,13.7,2,3,56,14.19,2,3.49,56.23,-2.05,56.24,-2.06,56.23,-2.05,36,,,558900.61,6231902.58,558382.94,6232802.71,1038.37,2076.73,517.67,-900.13,W,N
OCT01,DREDGE,FORTH,C01/344,4,4A,MAINWEE,WEE,2001,10,16,20,50,10,25,56,14.49,2,2.17,56,14.94,2,2.52,56.24,-2.04,56.25,-2.04,56.25,-2.04,39,,,559739.85,6233376.2,559366.72,6234205.88,909.72,1819.44,373.13,-829.68,W,N
OCT01,DREDGE,FORTH,C01/345,4,4B,MAINWEE,WEE,2001,10,16,21,10,10,14,56,14.99,2,2.45,56,14.65,2,2.24,56.25,-2.04,56.24,-2.04,56.25,-2.04,42,,,559435.71,6234295.89,559654.05,6233675.56,657.64,1315.27,-218.34,620.33,E,S
OCT01,DREDGE,FORTH,C01/346,10,10A,SOUTHMARR,MARR,2001,10,17,0,44,10,8,56,21.93,1,43.53,56,21.96,1,42.76,56.37,-1.73,56.37,-1.71,56.37,-1.72,42,,,578731.41,6247489.04,579524.21,6247555.76,795.6,1591.2,-792.8,-66.71,E,N
OCT01,DREDGE,FORTH,C01/347,10,10B,SOUTHMARR,MARR,2001,10,17,1,5,10,5,56,21.92,1,42.75,56,21.97,1,43.55,56.37,-1.71,56.37,-1.73,56.37,-1.72,43,,,579532.73,6247485.4,578712.57,6247561.06,823.65,1647.29,820.17,-75.65,W,N
OCT01,DREDGE,FORTH,C01/348,9,9A,NORTHMARR,MARR,2001,10,17,2,0,10,58,56,27.78,1,44.61,56,27.76,1,43.88,56.46,-1.74,56.46,-1.73,56.46,-1.74,47,,,577422.44,6258310.54,578173.55,6258300.22,751.19,1502.37,-751.11,10.32,E,S
OCT01,DREDGE,FORTH,C01/349,9,9B,NORTHMARR,MARR,2001,10,17,2,20,11,46,56,27.69,1,43.74,56,27.75,1,44.57,56.46,-1.73,56.46,-1.74,56.46,-1.74,48,,,578321.91,6258165.65,577463.3,6258266.76,864.54,1729.09,858.61,-101.11,W,N
OCT01,DREDGE,FORTH,C01/350,8,8A,NTHWEE,WEE,2001,10,17,3,26,10,45,56,24.91,1,58.22,56,24.94,1,58.9,56.42,-1.97,56.42,-1.98,56.42,-1.98,47,,,563528.64,6252765.5,562825.62,6252805.13,704.14,1408.28,703.02,-39.63,W,N
OCT01,DREDGE,FORTH,C01/351,8,8B,NTHWEE,WEE,2001,10,17,3,45,10,42,56,25.01,1,58.95,56,24.93,1,58.16,56.42,-1.98,56.42,-1.97,56.42,-1.98,48,,,562777.46,6252932.44,563589.89,6252796.11,823.79,1647.59,-812.43,136.33,E,S
OCT01,DREDGE,FORTH,C01/352,7,7A,STANDREWS,STANDREWS,2001,10,17,21,45,10,34,56,24.95,2,25.8,56,24.97,2,26.7,56.42,-2.43,56.42,-2.45,56.42,-2.44,28,,,535166.76,6252509.85,534238.93,6252544.93,928.49,1856.99,927.83,-35.08,W,N
OCT01,DREDGE,FORTH,C01/353,7,7B,STANDREWS,STANDREWS,2001,10,17,22,0,10,22,56,24.95,2,26.67,56,24.94,2,26.2,56.42,-2.44,56.42,-2.44,56.42,-2.44,28,,,534272.17,6252504.39,534760.75,6252487.96,488.86,977.73,-488.59,16.43,E,S
MAR02,DREDGE,FORTH,C02/061,1,1A,SOUTHBER,BERWICKS,2002,3,26,20,23,10,41,56,3.86,1,19.81,56,4.23,1,19.47,56.06,-1.33,56.07,-1.32,56.07,-1.33,46,,,603969.54,6214491.35,604305.7,6215184.28,770.16,1540.32,-336.16,-692.92,E,N
MAR02,DREDGE,FORTH,C02/062,1,1B,SOUTHBER,BERWICKS,2002,3,26,20,47,10,46,56,4.15,1,19.26,56,3.91,1,19.62,56.07,-1.32,56.07,-1.33,56.07,-1.32,44,,,604525.77,6215056.01,604158.02,6214596.13,588.83,1177.67,367.74,459.88,W,S
MAR02,DREDGE,FORTH,C02/063,2,2A,NORTHBER,BERWICKS,2002,3,26,21,32,11,0,56,7.09,1,23.25,56,7.43,1,23.36,56.12,-1.39,56.12,-1.39,56.12,-1.39,52,,,600258.06,6220404.57,600127.16,6221038.03,646.84,1293.68,130.9,-633.46,W,N
MAR02,DREDGE,FORTH,C02/064,2,2B,NORTHBER,BERWICKS,2002,3,26,21,57,10,39,56,7.54,1,23.41,56,7.17,1,23.34,56.13,-1.39,56.12,-1.39,56.12,-1.39,53,,,600073.06,6221224.19,600161.3,6220552.63,677.34,1354.68,-88.24,671.57,E,S
MAR02,DREDGE,FORTH,C02/065,3,3A,MAINWEE,WEE,2002,3,28,23,3,10,3,56,13.94,2,3.01,56,13.66,2,3.37,56.23,-2.05,56.23,-2.06,56.23,-2.05,39,,,558882.13,6232343.88,558513.22,6231815.62,644.32,1288.64,368.91,528.26,W,S
MAR02,DREDGE,FORTH,C02/066,3,3B,MAINWEE,WEE,2002,3,28,23,22,10,33,56,13.59,2,3.52,56,13.86,2,3.16,56.23,-2.06,56.23,-2.05,56.23,-2.06,39,,,558358.89,6231689.21,558732.27,6232195.25,628.88,1257.76,-373.38,-506.04,E,N
MAR02,DREDGE,FORTH,C02/067,4,4A,MAINWEE,WEE,2002,3,28,23,41,10,40,56,14.56,2,2.31,56,14.81,2,1.83,56.24,-2.04,56.25,-2.03,56.24,-2.03,43,,,559589.22,6233509.53,560075.54,6233969.04,669.07,1338.13,-486.32,-459.5,E,N
MAR02,DREDGE,FORTH,C02/068,4,4B,MAINWEE,WEE,2002,3,29,0,2,10,18,56,14.85,2,1.62,56,14.56,2,2.06,56.25,-2.03,56.24,-2.03,56.25,-2.03,43,,,560290.23,6234053.7,559844.55,6233498.26,712.14,1424.28,445.68,555.44,W,S
MAR02,DREDGE,FORTH,C02/069,10,10A,SOUTHMARR,MARR,2002,3,29,3,48,10,37,56,21.9,1,43.03,56,21.89,1,43.66,56.36,-1.72,56.36,-1.73,56.36,-1.72,44,,,579253.39,6247443.08,578603.2,6247405.03,651.31,1302.61,650.19,38.05,W,S
MAR02,DREDGE,FORTH,C02/070,10,10B,SOUTHMARR,MARR,2002,3,29,4,8,10,43,56,21.91,1,43.3,56,21.84,1,42.62,56.37,-1.72,56.36,-1.71,56.36,-1.72,44,,,578969.78,6247463.78,579678.51,6247345.26,718.57,1437.15,-708.73,118.52,E,S
MAR02,DREDGE,FORTH,C02/071,7,7A,STANDREWS,STANDREWS,2002,3,29,20,17,10,0,56,25.29,2,26.47,56,25.26,2,25.76,56.42,-2.44,56.42,-2.43,56.42,-2.44,27,,,534468.67,6253125.61,535205.15,6253088.98,737.39,1474.77,-736.48,36.62,E,S
MAR02,DREDGE,FORTH,C02/072,7,7B,STANDREWS,STANDREWS,2002,3,29,20,36,10,19,56,25.12,2,25.53,56,25.02,2,26.15,56.42,-2.43,56.42,-2.44,56.42,-2.43,27,,,535442.83,6252821.96,534801.79,6252625.58,670.45,1340.91,641.05,196.39,W,S
MAR02,DREDGE,FORTH,C02/073,8,8A,NTHWEE,WEE,2002,3,29,23,24,11,7,56,25.05,1,59.48,56,25.04,1,58.77,56.42,-1.99,56.42,-1.98,56.42,-1.99,49,,,562230.35,6253002.3,562955.34,6253003.72,725,1449.99,-725,-1.42,E,N
MAR02,DREDGE,FORTH,C02/074,8,8B,NTHWEE,WEE,2002,3,29,23,45,11,22,56,24.98,1,58.34,56,24.98,1,59,56.42,-1.97,56.42,-1.98,56.42,-1.98,45,,,563406.51,6252886.13,562727.9,6252876.04,678.69,1357.37,678.61,10.09,W,S
MAR02,DREDGE,FORTH,C02/075,9,9A,NORTHMARR,MARR,2002,3,30,22,15,10,31,56,27.97,1,43.09,56,27.86,1,43.73,56.47,-1.72,56.46,-1.73,56.47,-1.72,49,,,578977.76,6258693.68,578321.11,6258486.65,688.51,1377.01,656.64,207.03,W,S
MAR02,DREDGE,FORTH,C02/076,9,9B,NORTHMARR,MARR,2002,3,30,22,34,10,29,56,27.91,1,44.16,56,27.97,1,43.51,56.47,-1.74,56.47,-1.73,56.47,-1.73,47,,,577877.92,6258567.54,578543.2,6258696.73,677.71,1355.42,-665.28,-129.19,E,N
JUN02,DREDGE,FORTH,C02/077,9,9A,NORTHMARR,MARR,2002,6,6,20,0,11,5,56,27.89,1,44.13,56,27.88,1,43.61,56.46,-1.74,56.46,-1.73,56.46,-1.73,52,,,577911.43,6258532.9,578450.8,6258528.01,539.4,1078.79,-539.37,4.89,E,S
JUN02,DREDGE,FORTH,C02/078,9,9B,NORTHMARR,MARR,2002,6,6,20,20,10,40,56,27.87,1,43.7,56,27.84,1,44.43,56.46,-1.73,56.46,-1.74,56.46,-1.73,47,,,578352.57,6258507.64,577610.07,6258442.01,745.39,1490.78,742.5,65.63,W,S
JUN02,DREDGE,FORTH,C02/079,10,10A,SOUTHMARR,MARR,2002,6,6,21,17,11,0,56,21.86,1,41.56,56,21.74,1,40.96,56.36,-1.69,56.36,-1.68,56.36,-1.69,43,,,580768.37,6247389.95,581384.19,6247179.03,650.94,1301.88,-615.82,210.92,E,S
JUN02,DREDGE,FORTH,C02/080,10,10B,SOUTHMARR,MARR,2002,6,6,21,35,10,15,56,21.82,1,41.4,56,21.94,1,42.16,56.36,-1.69,56.37,-1.7,56.36,-1.7,43,,,580930.25,6247326.23,580141.45,6247537.66,816.65,1633.3,788.81,-211.43,W,N
JUN02,DREDGE,FORTH,C02/081,2,2A,NORTHBER,BERWICKS,2002,6,6,23,42,10,0,56,7.66,1,23.43,56,7.13,1,23.43,56.13,-1.39,56.12,-1.39,56.12,-1.39,51,,,600047.15,6221446.28,600068.92,6220468.82,977.7,1955.4,-21.77,977.46,E,S
JUN02,DREDGE,FORTH,C02/082,2,2B,NORTHBER,BERWICKS,2002,6,7,0,3,11,0,56,7.18,1,23.54,56,7.57,1,23.54,56.12,-1.39,56.13,-1.39,56.12,-1.39,52,,,599946.52,6220560.61,599938.91,6221287.87,727.31,1454.61,7.62,-727.27,W,N
JUN02,DREDGE,FORTH,C02/083,1,1A,SOUTHBER,BERWICKS,2002,6,7,0,44,10,30,56,4.06,1,19.53,56,3.56,1,19.7,56.07,-1.33,56.06,-1.33,56.06,-1.33,45.5,,,604250.84,6214878.6,604089.83,6213939.39,952.91,1905.81,161,939.21,W,S
