HAUL,CRUISE,STUDYAREA,GEARTYPE,DEMSTN,STATSQ,DAY,MONTH,YEAR,HOUR,MIN,DURATION,DEPTH,SLATDEG,SLATMIN,SLONGDEG,SLONGMIN,HLATDEG,HLATMIN,HLONGDEG,HLONGMIN,AREASWPT,VOLSWPT,HOURDEC,DURDEC,SLATDEC,SLONGDEC,HLATDEC,HLONGDEC,MLATDEC,MLONGDEC
C06/233,JUN06,FORTH,Pelagic,,41E8,19,6,2006,6,48,15,50,56,22.44,1,55.4,56,22.48,1,56.59,,,6.8,0.25,56.37,-1.92,56.37,-1.94,56.37,-1.93
C06/234,JUN06,FORTH,Pelagic,,41E8,19,6,2006,10,16,17,56,56,27.46,1,45.1,56,27.46,1,43.74,,,10.27,0.28,56.46,-1.75,56.46,-1.73,56.46,-1.74
C06/235,JUN06,FORTH,Pelagic,,41E7,19,6,2006,13,11,16,50,56,27.59,2,19.28,56,27.52,2,18.13,,,13.18,0.27,56.46,-2.32,56.46,-2.3,56.46,-2.31
C07/007,JUN07,FORTH,Demersal,B,,8,6,2007,5,45,32.25,52.18,56,27.37,2,10.22,56,27.65,2,8.24,24799.56,96754.03,5.75,0.54,56.46,-2.17,56.46,-2.14,56.46,-2.15
C07/008,JUN07,FORTH,Demersal,C,,10,6,2007,6,15,31.49,47.77,56,27.34,1,49.84,56,27.31,1,47.64,26667.18,103694.19,6.25,0.52,56.46,-1.83,56.46,-1.79,56.46,-1.81
C07/009,JUN07,FORTH,Demersal,F,,10,6,2007,8,20,32.58,56.77,56,17.61,1,46.79,56,17.63,1,49,26934.29,100828.15,8.33,0.54,56.29,-1.78,56.29,-1.82,56.29,-1.8
C07/010,JUN07,FORTH,Demersal,O,,10,6,2007,10,15,30.51,51.38,56,8.71,1,51.04,56,7.6,1,51.02,24904.5,102674.87,10.25,0.51,56.15,-1.85,56.13,-1.85,56.14,-1.85
C07/011,JUN07,FORTH,Demersal,R,,10,6,2007,12,5,32,60.28,56,2.62,1,59.33,56,2.52,2,1.27,23840.26,80144.33,12.08,0.53,56.04,-1.99,56.04,-2.02,56.04,-2
C07/012,JUN07,FORTH,Demersal,S,,11,6,2007,5,5,31.08,60.5,56,2.19,1,41.99,56,2.37,1,39.82,27919.13,95169.8,5.08,0.52,56.04,-1.7,56.04,-1.66,56.04,-1.68
C07/013,JUN07,FORTH,Demersal,T,,11,6,2007,7,15,32.25,59.27,56,2.5,1,23.56,56,2.05,1,21.61,23565.35,73318.28,7.25,0.54,56.04,-1.39,56.03,-1.36,56.04,-1.38
C07/014,JUN07,FORTH,Demersal,P,,11,6,2007,9,25,31.25,65.12,56,7.5,1,29.03,56,7.3,1,31.14,24757.17,85801.49,9.42,0.52,56.12,-1.48,56.12,-1.52,56.12,-1.5
C07/015,JUN07,FORTH,Demersal,G,,11,6,2007,11,30,31.38,53.55,56,15.55,1,33.14,56,16.67,1,32.13,27138.01,93963.01,11.5,0.52,56.26,-1.55,56.28,-1.54,56.27,-1.54
C07/016,JUN07,FORTH,Demersal,K,,11,6,2007,13,0,32.88,52.63,56,13.2,1,38.16,56,12.27,1,39.56,23896.91,86768.94,13,0.55,56.22,-1.64,56.2,-1.66,56.21,-1.65
C07/017,JUN07,FORTH,Demersal,M,,12,6,2007,3,55,32.5,44.13,56,7.65,2,32.71,56,7.4,2,30.54,27709.37,97158.08,3.92,0.54,56.13,-2.55,56.12,-2.51,56.13,-2.53
C07/018,JUN07,FORTH,Demersal,Q,,12,6,2007,5,45,32.05,51.5,56,2.6,2,21.79,56,2.56,2,19.67,27487.65,97804.88,5.75,0.53,56.04,-2.36,56.04,-2.33,56.04,-2.35
C07/019,JUN07,FORTH,Demersal,N,,12,6,2007,7,35,33.02,60.65,56,6.96,2,10.83,56,7.91,2,9.54,28345.08,105281.78,7.58,0.55,56.12,-2.18,56.13,-2.16,56.12,-2.17
C07/020,JUN07,FORTH,Demersal,J,,12,6,2007,9,30,32.15,45.78,56,12.43,1,59.52,56,12.45,1,57.32,26483.4,99272.15,9.5,0.54,56.21,-1.99,56.21,-1.96,56.21,-1.97
C07/021,JUN07,FORTH,Demersal,H,,12,6,2007,11,30,30.6,56.83,56,17.74,2,8.92,56,17.51,2,11.05,26960.7,100566.54,11.5,0.51,56.3,-2.15,56.29,-2.18,56.29,-2.17
C07/022,JUN07,FORTH,Demersal,I,,12,6,2007,13,15,31,53.67,56,13.24,2,19.93,56,11.93,2,20.18,29284.47,111976.27,13.25,0.52,56.22,-2.33,56.2,-2.34,56.21,-2.33
C07/023,JUN07,FORTH,Demersal,D,,13,6,2007,4,55,31.55,43.9,56,20.99,2,24.3,56,21.77,2,22.44,28533.06,110972.93,4.92,0.53,56.35,-2.4,56.36,-2.37,56.36,-2.39
C07/024,JUN07,FORTH,Demersal,A,,13,6,2007,6,45,32,29.05,56,27.6,2,28.4,56,27.56,2,30.57,23269.72,100544.9,6.75,0.53,56.46,-2.47,56.46,-2.51,56.46,-2.49
C07/025,JUN07,FORTH,Demersal,E,,13,6,2007,9,55,30.5,54.38,56,22.4,2,0.29,56,22.48,1,58.17,25430.54,181406.51,9.92,0.51,56.37,-2,56.37,-1.97,56.37,-1.99
C07/003,JUN07,FORTH,Pelagic,,,2,6,2007,12,15,15,55,56,22.57,2,7.3,56,22.47,2,5.83,,,12.25,0.25,56.38,-2.12,56.37,-2.1,56.38,-2.11
C07/004,JUN07,FORTH,Pelagic,,,3,6,2007,10,0,20,45,56,7.7,2,3.38,56,7.53,2,1.94,,,10,0.33,56.13,-2.06,56.13,-2.03,56.13,-2.04
C07/005,JUN07,FORTH,Pelagic,,,4,6,2007,5,50,25,50,56,12.49,2,12.54,56,12.51,2,14.31,,,5.83,0.42,56.21,-2.21,56.21,-2.24,56.21,-2.22
C07/006,JUN07,FORTH,Pelagic,,,5,6,2007,11,50,35,45,56,17.5,2,26.75,56,17.48,2,24.38,,,11.83,0.58,56.29,-2.45,56.29,-2.41,56.29,-2.43
A08/003,JUN08,FORTH,Demersal,C,,18,6,2008,4,56,32,48.4,56,27.55,1,48.94,56,27.48,1,46.58,30277.33,99373.05,4.93,0.53,56.46,-1.82,56.46,-1.78,56.46,-1.8
A08/004,JUN08,FORTH,Demersal,G,,18,6,2008,9,10,31.45,50.53,56,17.1,1,31.81,56,15.93,1,32.69,37155.91,120279.61,9.17,0.52,56.29,-1.53,56.27,-1.54,56.28,-1.54
A08/005,JUN08,FORTH,Demersal,P,,18,6,2008,12,0,32.75,65.27,56,7.75,1,29.81,56,7.01,1,32.01,34066.08,108019.39,12,0.55,56.13,-1.5,56.12,-1.53,56.12,-1.52
A08/006,JUN08,FORTH,Demersal,T,,19,6,2008,3,38,32,57.05,56,1.79,1,20.21,56,2.16,1,22.13,26563.46,84864.69,3.63,0.53,56.03,-1.34,56.04,-1.37,56.03,-1.35
A08/007,JUN08,FORTH,Demersal,S,,19,6,2008,6,3,32,63.08,56,2.46,1,38.32,56,2.44,1,40.64,30118.55,93453.92,6.05,0.53,56.04,-1.64,56.04,-1.68,56.04,-1.66
A08/008,JUN08,FORTH,Demersal,K,,19,6,2008,8,19,32,50.15,56,12.11,1,40.16,56,13.11,1,38.26,34509.76,98649.29,8.32,0.53,56.2,-1.67,56.22,-1.64,56.21,-1.65
A08/009,JUN08,FORTH,Demersal,A,,20,6,2008,4,35,31.8,31.72,56,27.5,2,31.12,56,27.62,2,28.28,31693.41,105804.97,4.58,0.53,56.46,-2.52,56.46,-2.47,56.46,-2.49
A08/010,JUN08,FORTH,Demersal,B,,20,6,2008,6,48,31.45,49.05,56,27.62,2,9.56,56,27.84,2,7.04,32145.27,98778.26,6.8,0.52,56.46,-2.16,56.46,-2.12,56.46,-2.14
A08/011,JUN08,FORTH,Demersal,E,,20,6,2008,9,8,31.1,50.03,56,22.56,1,59.7,56,22.56,1,57.17,32802.51,92284.91,9.13,0.52,56.38,-1.99,56.38,-1.95,56.38,-1.97
A08/012,JUN08,FORTH,Demersal,F,,20,6,2008,11,15,31.85,55.52,56,17.68,1,49.46,56,17.6,1,47.59,23267.42,83242.54,11.25,0.53,56.29,-1.82,56.29,-1.79,56.29,-1.81
A08/013,JUN08,FORTH,Demersal,J,,20,6,2008,13,44,33.4,46.78,56,12.32,1,58.69,56,12.37,1,56.18,31617.48,93871.17,13.73,0.56,56.21,-1.98,56.21,-1.94,56.21,-1.96
A08/014,JUN08,FORTH,Demersal,O,,21,6,2008,3,35,31.6,50.93,56,8.62,1,50.91,56,7.26,1,51.18,31404.41,99693.73,3.58,0.53,56.14,-1.85,56.12,-1.85,56.13,-1.85
A08/015,JUN08,FORTH,Demersal,R,,21,6,2008,6,11,32.3,61.45,56,2.5,1,59.51,56,2.49,2,1.93,30746.34,92711.88,6.18,0.54,56.04,-1.99,56.04,-2.03,56.04,-2.01
A08/016,JUN08,FORTH,Demersal,N,,21,6,2008,8,16,31.85,58.15,56,7.19,2,10.58,56,8.45,2,9.11,39521.05,118497.39,8.27,0.53,56.12,-2.18,56.14,-2.15,56.13,-2.16
A08/017,JUN08,FORTH,Demersal,H,,21,6,2008,10,30,33.5,56.83,56,17.47,2,11.6,56,17.79,2,9.21,30669.3,114379.27,10.5,0.56,56.29,-2.19,56.3,-2.15,56.29,-2.17
A08/018,JUN08,FORTH,Demersal,I,,21,6,2008,13,15,32,52.53,56,13.9,2,19.81,56,12.47,2,20.21,38621.6,123800.29,13.25,0.53,56.23,-2.33,56.21,-2.34,56.22,-2.33
A08/019,JUN08,FORTH,Demersal,M,,22,6,2008,5,52,31.55,46.95,56,7.86,2,32.85,56,7.45,2,30.52,32854.4,104148.33,5.87,0.53,56.13,-2.55,56.12,-2.51,56.13,-2.53
A08/020,JUN08,FORTH,Demersal,Q,,22,6,2008,8,7,32.72,53.07,56,2.54,2,21.3,56,2.67,2,18.75,34910.38,103571.1,8.12,0.55,56.04,-2.36,56.04,-2.31,56.04,-2.33
A08/021,JUN08,FORTH,Demersal,D,,22,6,2008,13,5,32.13,47.04,56,22.09,2,20.97,56,21.58,2,22.76,25010.57,101376.68,13.08,0.54,56.37,-2.35,56.36,-2.38,56.36,-2.36
A08/001,JUN08,FORTH,Pelagic,,,13,6,2008,9,35,45,55.8,56,24.47,1,32.04,56,26.21,1,31.99,,,9.58,0.75,56.41,-1.53,56.44,-1.53,56.42,-1.53
A08/002,JUN08,FORTH,Pelagic,,,16,6,2008,8,47,30,38.9,56,2.7,2,30.67,56,2.69,2,28.73,,,8.78,0.5,56.05,-2.51,56.04,-2.48,56.04,-2.5
A09/006,JUN09,FORTH,Demersal,C,,5,6,2009,4,28,31.75,49.27,56,27.64,1,46.01,56,27.43,1,48.16,28618,103948.11,4.47,0.53,56.46,-1.77,56.46,-1.8,56.46,-1.78
A09/007,JUN09,FORTH,Demersal,G,,5,6,2009,8,45,31.75,51.85,56,16.95,1,31.86,56,15.7,1,32.93,33610.03,121713.45,8.75,0.53,56.28,-1.53,56.26,-1.55,56.27,-1.54
A09/008,JUN09,FORTH,Demersal,B,,6,6,2009,6,42,31.45,50.18,56,27.57,2,10.38,56,27.69,2,8.05,31097.67,111209.85,6.7,0.52,56.46,-2.17,56.46,-2.13,56.46,-2.15
A09/009,JUN09,FORTH,Demersal,E,,6,6,2009,9,36,31.45,53.65,56,22.44,1,58,56,22.39,2,0.45,32945.18,117408.19,9.6,0.52,56.37,-1.97,56.37,-2.01,56.37,-1.99
A09/010,JUN09,FORTH,Demersal,F,,6,6,2009,12,1,32.08,57.68,56,17.54,1,47.3,56,17.61,1,49.65,31384.46,119211.62,12.02,0.53,56.29,-1.79,56.29,-1.83,56.29,-1.81
A09/011,JUN09,FORTH,Demersal,H,,6,6,2009,14,31,22.87,56.2,56,17.73,2,9.08,56,17.59,2,10.73,21872.07,79292.82,14.52,0.38,56.3,-2.15,56.29,-2.18,56.29,-2.17
A09/012,JUN09,FORTH,Demersal,M,,7,6,2009,4,54,3.25,45.12,56,7.82,2,32.89,56,7.41,2,30.65,32516.37,122276.81,4.9,0.05,56.13,-2.55,56.12,-2.51,56.13,-2.53
A09/013,JUN09,FORTH,Demersal,Q,,7,6,2009,7,36,30.93,51.61,56,2.54,2,21.64,56,2.59,2,19.47,30456.16,104113.16,7.6,0.52,56.04,-2.36,56.04,-2.32,56.04,-2.34
A09/014,JUN09,FORTH,Demersal,R,,7,6,2009,11,20,32.67,61.55,56,2.48,2,2.21,56,2.61,1,59.91,30990.43,104595.51,11.33,0.54,56.04,-2.04,56.04,-2,56.04,-2.02
A09/015,JUN09,FORTH,Demersal,N,,7,6,2009,13,53,31.54,61.3,56,8.37,2,8.66,56,7.37,2,10.31,32877.51,115634.37,13.88,0.53,56.14,-2.14,56.12,-2.17,56.13,-2.16
A09/016,JUN09,FORTH,Demersal,I,,8,6,2009,5,31,31.75,52.42,56,12.11,2,20.11,56,13.43,2,19.89,33190.36,115768.2,5.52,0.53,56.2,-2.34,56.22,-2.33,56.21,-2.33
A09/017,JUN09,FORTH,Demersal,J,,8,6,2009,8,12,32.11,50.93,56,12.48,1,59,56,12.45,1,56.72,29856.04,108401.17,8.2,0.54,56.21,-1.98,56.21,-1.95,56.21,-1.96
A09/018,JUN09,FORTH,Demersal,O,,8,6,2009,10,18,31.04,49.04,56,8.81,1,51.17,56,7.56,1,51.14,30660.99,109329.3,10.3,0.52,56.15,-1.85,56.13,-1.85,56.14,-1.85
A09/019,JUN09,FORTH,Demersal,S,,8,6,2009,12,45,31.8,62.77,56,2.25,1,41.71,56,2.41,1,39.41,32151.19,108343.31,12.75,0.53,56.04,-1.7,56.04,-1.66,56.04,-1.68
A09/020,JUN09,FORTH,Demersal,P,,8,6,2009,15,6,32.05,65.67,56,7.16,1,31.38,56,7.58,1,29.09,33107.59,113619.22,15.1,0.53,56.12,-1.52,56.13,-1.48,56.12,-1.5
A09/021,JUN09,FORTH,Demersal,T,,9,6,2009,5,17,32.04,58.12,56,2.36,1,22.9,56,1.85,1,20.6,33797.67,120547.12,5.28,0.53,56.04,-1.38,56.03,-1.34,56.04,-1.36
A09/022,JUN09,FORTH,Demersal,K,,9,6,2009,8,50,31.1,51.91,56,12.87,1,38.67,56,11.96,1,40.26,30096.12,99707.2,8.83,0.52,56.21,-1.64,56.2,-1.67,56.21,-1.66
A09/023,JUN09,FORTH,Demersal,D,,10,6,2009,5,20,30.9,46.3,56,21.04,2,24.15,56,21.88,2,22.32,30280.41,108193.43,5.33,0.52,56.35,-2.4,56.36,-2.37,56.36,-2.39
A09/024,JUN09,FORTH,Demersal,A,,10,6,2009,7,41,30.8,47.04,56,27.61,2,30.92,56,27.68,2,28.52,29241.5,115263.43,7.68,0.51,56.46,-2.52,56.46,-2.48,56.46,-2.5
A09/025,JUN09,FORTH,Pelagic,,,13,6,2009,8,30,32,59.2,56,2.58,1,43.53,56,2.55,1,41.09,,,8.5,0.53,56.04,-1.73,56.04,-1.68,56.04,-1.71
A09/026,JUN09,FORTH,Pelagic,,,14,6,2009,7,50,36,49.5,56,7.32,1,55.98,56,7.37,1,58.26,,,7.83,0.6,56.12,-1.93,56.12,-1.97,56.12,-1.95
A09/027,JUN09,FORTH,Pelagic,,,15,6,2009,11,48,33,55,56,27.54,1,52.49,56,27.53,1,49.81,,,11.8,0.55,56.46,-1.87,56.46,-1.83,56.46,-1.85
A10/001,JUN10,FORTH,Pelagic,,,3,6,2010,7,10,30,48,56,27.46,1,53,56,27.44,1,54.9,,,7.17,0.5,56.46,-1.88,56.46,-1.91,56.46,-1.9
A10/002,JUN10,FORTH,Pelagic,,,3,6,2010,13,20,35,50,56,22.68,1,59.3,56,22.65,1,56.3,,,13.33,0.58,56.38,-1.99,56.38,-1.94,56.38,-1.96
A10/003,JUN10,FORTH,Pelagic,,,4,6,2010,7,45,35,45,56,17.51,1,50.95,56,15.51,1,53.39,,,7.75,0.58,56.29,-1.85,56.26,-1.89,56.28,-1.87
A10/004,JUN10,FORTH,Pelagic,,,4,6,2010,10,25,30,49,56,17.57,1,29.66,56,17.85,1,31.84,,,10.42,0.5,56.29,-1.49,56.3,-1.53,56.3,-1.51
A10/005,JUN10,FORTH,Pelagic,,,5,6,2010,9,15,15,52,56,7.29,1,18.74,56,7.24,1,19.48,,,9.25,0.25,56.12,-1.31,56.12,-1.32,56.12,-1.32
A10/006,JUN10,FORTH,Demersal,C,,5,6,2010,13,34,31.75,48.62,56,27.48,1,48.85,56,27.48,1,46.69,27904.51,87381.3,13.57,0.53,56.46,-1.81,56.46,-1.78,56.46,-1.8
A10/007,JUN10,FORTH,Demersal,G,,9,6,2010,4,55,32.51,50.3,56,17.25,1,31.98,56,16.16,1,32.7,28784.78,83295.83,4.92,0.54,56.29,-1.53,56.27,-1.55,56.28,-1.54
A10/008,JUN10,FORTH,Demersal,B,,9,6,2010,7,58,33.2,56.93,56,17.69,1,47.38,56,17.6,1,49.64,31608.46,95760.38,7.97,0.55,56.29,-1.79,56.29,-1.83,56.29,-1.81
A10/009,JUN10,FORTH,Demersal,E,,9,6,2010,11,30,31.72,46.13,56,12.42,1,57.9,56,12.4,1,59.57,21444.55,82490.97,11.5,0.53,56.21,-1.96,56.21,-1.99,56.21,-1.98
A10/010,JUN10,FORTH,Demersal,F,,10,6,2010,3,56,33.32,45.07,56,7.62,2,32.29,56,7.34,2,30.3,27430.92,96417.98,3.93,0.56,56.13,-2.54,56.12,-2.5,56.12,-2.52
A10/011,JUN10,FORTH,Demersal,H,,10,6,2010,7,20,33.25,51.4,56,2.6,2,21.82,56,2.54,2,20.09,24304.51,78902.96,7.33,0.55,56.04,-2.36,56.04,-2.33,56.04,-2.35
A10/012,JUN10,FORTH,Demersal,M,,10,6,2010,11,5,33.5,63,56,2.39,2,2.39,56,2.47,2,0.45,25283.46,101460.57,11.08,0.56,56.04,-2.04,56.04,-2.01,56.04,-2.02
A10/013,JUN10,FORTH,Demersal,Q,,11,6,2010,5,7,32,52.45,56,12.79,2,20.08,56,14,2,19.82,29616.97,98247.75,5.12,0.53,56.21,-2.33,56.23,-2.33,56.22,-2.33
A10/014,JUN10,FORTH,Demersal,R,,11,6,2010,9,5,31.5,52.85,56,22.54,1,57.94,56,22.44,1,59.97,25856.26,93756.57,9.08,0.52,56.38,-1.97,56.37,-2,56.37,-1.98
A10/015,JUN10,FORTH,Demersal,N,,11,6,2010,11,40,32.5,55.77,56,17.67,2,9.12,56,17.44,2,11.08,26298.02,90667.83,11.67,0.54,56.29,-2.15,56.29,-2.18,56.29,-2.17
A10/016,JUN10,FORTH,Demersal,I,,12,6,2010,5,14,35.32,60.42,56,7.1,2,10.82,56,7.99,2,9.56,27661.13,112387.09,5.23,0.59,56.12,-2.18,56.13,-2.16,56.13,-2.17
A10/017,JUN10,FORTH,Demersal,J,,12,6,2010,8,58,33.08,59.75,56,2.34,1,41.73,56,2.37,1,39.84,26380.24,83002.93,8.97,0.55,56.04,-1.7,56.04,-1.66,56.04,-1.68
A10/018,JUN10,FORTH,Demersal,O,,12,6,2010,11,47,31.95,55.47,56,11.88,1,40.12,56,12.6,1,38.83,24489.68,77765.96,11.78,0.53,56.2,-1.67,56.21,-1.65,56.2,-1.66
A10/019,JUN10,FORTH,Demersal,S,,13,6,2010,3,22,34.68,57.28,56,1.76,1,20.7,56,2.29,1,22.54,29345.62,83659.17,3.37,0.58,56.03,-1.34,56.04,-1.38,56.03,-1.36
A10/020,JUN10,FORTH,Demersal,P,,13,6,2010,5,52,32.94,63.98,56,7.6,1,28.9,56,7.37,1,30.82,27113.58,77721.1,5.87,0.55,56.13,-1.48,56.12,-1.51,56.12,-1.5
A10/021,JUN10,FORTH,Demersal,T,,13,6,2010,9,32,33.15,48.47,56,7.64,1,51.24,56,9,1,51.14,34344.21,94606.7,9.53,0.55,56.13,-1.85,56.15,-1.85,56.14,-1.85
A10/022,JUN10,FORTH,Demersal,K,,14,6,2010,3,48,31.61,31.23,56,27.46,2,31.2,56,27.58,2,29.03,25000.66,77272.43,3.8,0.53,56.46,-2.52,56.46,-2.48,56.46,-2.5
A10/023,JUN10,FORTH,Demersal,D,,14,6,2010,6,3,32.5,46.75,56,21.9,2,21.95,56,21.22,2,23.59,26445.09,66774.2,6.05,0.54,56.36,-2.37,56.35,-2.39,56.36,-2.38
A10/024,JUN10,FORTH,Demersal,A,,14,6,2010,9,25,32.38,49.5,56,27.84,2,7.62,56,27.5,2,9.78,28699.72,73178.36,9.42,0.54,56.46,-2.13,56.46,-2.16,56.46,-2.14
A10/275,NOV10,FORTH,Pelagic,,,23,11,2010,13,57,15,29,56,24.95,2,25.5,56,25.57,2,25.57,,,13.95,0.25,56.42,-2.42,56.43,-2.43,56.42,-2.43
A10/276,NOV10,FORTH,Pelagic,,,24,11,2010,10,40,15,53,56,10.69,2,41.92,56,10.17,2,41.44,,,10.67,0.25,56.18,-2.7,56.17,-2.69,56.17,-2.69
A11/069,MAR11,FORTH,Pelagic,,,14,3,2011,8,20,14,50,56,7.35,2,43.1,56,7.77,2,42.59,,,8.33,0.23,56.12,-2.72,56.13,-2.71,56.13,-2.71
A11/078,MAR11,FORTH,Demersal,C,,19,3,2011,14,5,31.1,55.83,56,27.38,1,48.59,56,27.38,1,46.43,29133.62,87400.86,14.08,0.52,56.46,-1.81,56.46,-1.77,56.46,-1.79
A11/079,MAR11,FORTH,Demersal,G,,19,3,2011,17,25,32,57,56,16.92,1,31.9,56,15.84,1,33.19,30332.63,90997.89,17.42,0.53,56.28,-1.53,56.26,-1.55,56.27,-1.54
A11/080,MAR11,FORTH,Demersal,K,,20,3,2011,6,24,31.58,57.43,56,13.09,1,38.56,56,12.24,1,39.7,24674.79,74024.36,6.4,0.53,56.22,-1.64,56.2,-1.66,56.21,-1.65
